日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20230709,3780.4,3379.3,401.1,11.87,359.483,293.757,0,0,0,0,94.6,93.9,75.6,75.8,75.4,51.7,51.7,51,51,52.7,52.5,52.9,53.2,0,49.9,47.3,47.5,51.5,51.3,75.8,76,57,48.1,57.1,56.9,56.9,60.7,418.8,359,209.3,113,22.1,44.9,45.4,41.8,48.7,49.6,50.3,96.4,28,0,13,4.1,10.9,7.1,6.9,5.2,4.2,2.7,0.8,34.6,70.9,3.9,1.4,4,4,0.3,24.1,54.4,0
20230710,4470.2,3927.9,542.3,13.81,396.75,324.211,0,0,0,0,94.9,94.1,74.8,75.7,75.6,41.1,51,47.4,46.7,52.4,52.7,53.2,54.5,0,51.5,47.8,47.6,51.7,42.4,75.8,76,58.2,61,57.1,57,57.3,152.6,397,358.1,202.6,98.1,22.3,88.9,45.2,43.6,48,48.3,117.8,93.4,82.9,0,11.6,3.1,1.3,2.4,2.4,1.4,0.3,1.3,0.3,9.4,0,5.1,1.4,0,0,0.4,9.7,47,551.2
20230711,4368.3,3960.8,407.5,10.29,397.692,324.981,0,0,0,0,94.7,93.9,75.2,75.4,75.4,51.1,51.7,51.4,49,52.6,51.6,53,54.3,0,50.3,47.7,47.6,51.5,47.4,75.7,76,58.2,60.7,57.2,57.1,56.8,139.9,396.2,343.6,208.5,108.6,40.4,66.4,45.1,44.1,48.1,50.2,118.4,93.4,83.3,0,12.1,0,4.3,2.4,2.4,1.1,0.3,1.7,0.4,11.8,35.9,2.3,1.3,0,3.8,0.3,13.7,24.5,513.6
20230712,4390.9,3864.9,526,13.61,393.49,321.547,0,0,0,0,94.6,94,75.3,75.6,75.7,51.2,51.7,51.1,51.2,52.2,52.9,53.2,54.5,0,49.7,47.8,47.5,51.5,46.3,75.8,76,58.2,60.9,57.1,57.1,0,145.8,392.7,342.3,189.9,94,51.9,87.4,45.8,46,48.2,45.2,100.9,89.3,81.2,0,16.5,2.9,1.6,0.7,1.1,0.9,0.3,1.1,0.2,0,34.6,4.2,1.4,0,4,0.2,15.2,5.9,510.4
20230713,4373.6,3905.9,467.7,11.98,397.176,324.56,0,0,0,0,94,93.5,75,75.5,75.4,51.2,51.7,51.1,51.1,52.1,52.6,53.1,54.4,0,49.4,47.6,47.4,51.5,46.2,75.7,76,57.8,61,47.4,56.9,0,130.7,393.7,342.7,198.5,97.8,53.1,88.8,45.6,44.3,48.3,42.6,118.4,92.7,74.1,0,11.4,2.3,1.7,1.5,1.6,0.7,0.3,1.7,1.1,17.8,20.6,5,1.5,0.2,2.3,0.2,10.3,12.3,556
20230714,4367.7,3918.1,449.6,11.47,398.707,325.81,0,0,0,0,93.9,93.4,75,75.4,75.6,51.2,51.8,48.8,50.6,52.1,52.3,53.1,54.4,0,50.1,48.2,47.5,51.5,45.1,75.5,75.9,57.6,60.6,57.1,57,0,134.8,392.9,343.2,202.9,97.4,30.2,88.3,44.7,43.3,47.8,45.2,112.6,88.4,68.4,0,11.4,2.2,1.3,1.5,1.6,0.8,0.3,1.1,0.3,9.1,38.3,0.5,1.5,0,0,0.3,10.3,3.6,593.9
20230715,4259.1,3478.6,780.5,22.44,376.144,307.372,0,0,0,0,94,93.5,75.4,75.6,75.6,51.3,51.9,48.2,50.8,52.2,52.9,53.1,0,13.6,49.8,47.8,27.6,51.4,45.6,75.8,76,57.3,60.8,57.1,57.1,0,60.9,364,355.6,195.5,97.1,22.1,87.7,44.9,32.9,47.7,48.2,48.4,90.8,28.1,0,11.5,2.8,0.8,1.5,1.7,0.7,0.2,1,0.2,0,0,0.5,1.5,0,0,0.4,9.2,5.8,576.3
20230716,3616.5,3286.6,329.9,10.04,356.228,291.097,0,0,0,0,95,94.4,75.4,75.6,75.9,50.8,51.7,47.8,50.4,52.2,52.9,53,0,45.2,49,47.8,47.4,51.4,51.5,75.8,76,57.7,56.2,0,43,19.5,61.8,394.8,374.3,207.3,113.6,53.9,44.4,45.4,0,49,50.8,119.1,97.4,82.5,0,16.9,3.1,2.3,4,3.9,5.7,4,0.6,0.1,33.8,50.9,5.4,1.3,4.8,4,0.7,19.7,2,0
20230717,4365.4,3908.3,457.1,11.7,391.853,320.21,0,0,0,0,94.3,93.8,75.3,75.7,75.7,50.8,51.4,47.1,50.6,52.8,52.8,53.1,0,43.2,49.5,47.5,47.5,51.5,51.5,75.8,76,57.7,61,8.6,47.7,56.8,142.3,407,365.8,197,80.7,45.8,88.3,44.7,44.4,47.4,49.1,116.5,90.4,82.8,0,16.6,0,1.6,2.2,2.3,1.4,0,2,0.5,16.2,15.8,1,1.4,1,1.3,0.2,16.3,8,533.3
20230718,4191.7,3872.2,319.5,8.25,393.814,321.812,0,0,0,0,94,93.4,75.3,76,75.7,49.6,51.5,49.2,50.6,52.6,52.8,53.1,0,43.3,49.4,48.2,47.5,51.6,51.4,75.6,75.8,58.2,60.9,42.1,57.1,57.3,117.1,396.7,355.8,219.2,113.2,53.9,88.8,45.5,44.5,48.2,49.9,68.9,92.9,83.3,0,16.3,5.5,2,5.5,4.5,3.4,2.6,1.3,0.6,47.7,36.7,4.9,1.4,1.6,1.7,0.2,19.6,2.2,407.8
20230719,4287,3890.3,396.7,10.2,392.331,320.6,0,0,0,0,94,93.2,75.5,76.1,75.8,51.2,51.4,50.1,50.8,52.6,50.1,53.1,0,43.5,48.8,47.7,47.6,51.5,51.6,75.5,75.7,58,60.5,56.9,57.1,57.1,124.8,418.2,343.7,206.5,110.2,41.4,88.6,45,44.7,48.1,50,112.1,93.1,81.8,0,11.4,3.7,2,0.6,1.1,0.8,0,1.9,0.4,14.2,14.7,0.5,1.5,0,3.8,0.1,16.5,2.4,461.8
20230720,4342.8,3877.7,465.1,12,392.372,320.634,0,0,0,0,93.9,93.2,75.5,75.8,75.6,51.4,51.7,49.2,50.5,53.2,52.8,53.1,0,43.4,49.8,47.7,47.5,51.7,51,75.6,75.8,57.9,60.9,57.1,57.2,57.3,119.5,429.1,346.9,202.6,96.4,43.8,88.7,45.6,44.5,48.2,50.1,119,95.9,73.6,0,17.4,0,1.1,1.1,1.5,0.9,0.4,1.1,0.2,23.1,51.4,3.3,1.5,2.6,4.1,0.2,18.5,11,376.4
20230721,4503.1,3840.6,662.5,17.25,389.908,318.62,0,0,0,0,94.1,93.5,75.5,75.8,75.6,50.8,51.7,47.3,50.8,53.1,52.8,53.1,0,43.4,49.6,47.6,47.5,51.5,51.5,75.8,76,58,60.8,57,57,57.3,112.7,424.4,328.1,198.6,82.6,22.1,82.9,45.4,44.5,23.6,46.3,71.8,88.5,48,0,11.7,0.1,0.1,0.5,1.1,0.6,4.5,1.4,0.4,14.7,29.4,0.6,1.5,0.1,4.5,0.4,26.3,15.5,563.2
20230722,4336.5,3367.7,968.8,28.77,363.127,296.735,0,0,0,0,94.1,93.5,75,75.9,75.4,50.9,42.1,43.4,51.4,52.5,52.7,53.1,0,43.1,48.9,47.7,47.5,51.6,51.4,75.8,76,58.2,61,56.9,57.1,57.2,57.5,294.3,296.7,177.6,80.4,22.1,82.1,39,40.4,0.1,45.2,15,42.4,27.5,0,11.8,2.3,6.7,5.3,4.5,3.8,4.2,4,1.2,14.1,7.9,0.5,1.5,0,3.5,0.5,25,5.9,519
20230723,4060.5,3173.8,886.7,27.94,345.619,282.428,0,0,0,0,94.1,93.5,75.4,75.9,75.7,51.2,51.7,51.6,50.9,52.1,52.8,53.1,0,47,49.3,48,47.5,51.4,51.3,75.5,75.7,57.3,58.8,56.8,26.2,56.9,59,384.4,334.3,199.6,96.5,22.1,83.9,42.8,41.8,0,49.3,36.4,92.4,27.3,0,13,6,11.8,5.4,4.6,4,4.2,6,2.8,30.4,59.3,5.4,1.4,4.6,8.1,0.9,23.6,0.8,0
20230724,4446.9,3772.3,674.6,17.88,380.285,310.756,0,0,0,0,94,93.5,75.3,75.8,75.7,51.2,51.7,49.1,50.7,51.5,51.8,53.1,0,47.1,49.6,47.8,47.6,51.9,51.5,75.6,75.8,57.9,60.8,57,57.2,57.3,126.1,393,329.3,186.2,79.7,23.5,88,45.5,44.4,47.4,45.7,72.1,66.5,27.8,0,11.4,0,1.1,1.9,2,1.2,4.3,4.2,2.1,15,32.3,2.9,1.4,1.2,3.3,0.7,18.6,4.1,569.8
20230725,4522.2,3858.7,663.5,17.19,391.895,320.243,0,0,0,0,94.4,93.8,75.6,75.9,75.9,50.7,51.6,49.6,51,51,52.9,53.1,0,47.3,48.8,47.8,47.6,51.6,51.4,75.5,75.9,58.2,61,56.9,57,57.3,130.1,388.6,338.4,190,79.6,22,88.1,41.8,43.4,47.5,45.2,57.9,90.8,83.2,0,17.8,0,1.1,1.6,1.7,1.1,4.3,2.7,1.3,15.4,33.1,0.5,1.4,0,2.9,0.5,15.7,21.5,549.9
20230726,4130.4,3691.8,438.6,11.88,382.908,312.899,0,0,0,0,94.3,93.7,75.3,75.8,75.9,50.6,51.5,49.5,50.6,50.9,52.9,53.1,0,36.1,48.3,47.7,47.5,51.6,51.6,75.8,76,58.2,60.6,56.9,57.1,57.2,125.3,430.9,340.2,208.1,90.4,28.2,89.4,45.1,45,47.3,48.5,119.2,97.6,83.8,0,16.1,3.2,2.7,2.1,1.7,1,3.1,2.7,0.8,8.5,34.7,0,0.2,5.5,4,0.8,13.4,38.8,220.6
20230727,3934.9,3395.2,539.7,15.89,360.453,294.55,0,0,0,0,94.4,93.7,75.6,75.8,76,49.3,49.5,49.5,49.1,50.7,50.3,53.1,0,47.4,20.4,47.8,47.5,51.5,48.4,75.5,76,57.1,60,57.1,57,57.2,124.8,421.7,328.5,207.3,103.3,22,88.7,44.8,43.9,0,0,90.2,72.5,39.2,0,11.6,3.9,6.1,6.5,5.5,4.6,3.9,2.5,0.8,11.1,50.2,0,0,9.7,1.8,0.2,11.6,11.6,171.4
20230728,3849.3,3219.5,629.8,19.56,346.287,282.975,0,0,0,0,94.2,93.6,75.7,75.8,29.3,41.7,42.2,47.6,46.7,43.3,48.5,43.2,0,43.3,0,47.9,47.5,51.5,51.4,75.8,76.1,58.3,61,56.9,57,57.3,125.1,395.9,327.7,190.2,93.9,22.1,89.2,31,45.4,0,46.5,69,44.5,27.4,0,11,15.1,24.5,16.6,16.4,11.3,3.9,2.1,1,14.5,24.3,0,0,9.7,1.8,0.3,18.8,22.7,124.8
20230729,4093,3132.8,960.2,30.65,336.792,275.216,0,0,0,0,94.6,93.9,75.9,75.9,76,31.9,32.5,32.7,32.2,29.1,28.2,33.1,0,34.4,0,41,39.9,44.2,44.3,75.8,76,57.8,60.9,26.5,42.8,42.6,58.2,414.7,326.2,196.8,93.8,22.2,0,44.6,44.3,48.4,0,67.3,45.4,13.5,0,9.8,3,4,4.4,3.9,3.3,3.9,2.6,0.8,3.4,0,5.6,0,9.7,1.8,0.8,17.9,47.3,452
20230730,3517.2,3068.2,449,14.63,327.798,267.865,0,0,0,0,94.4,93.7,29.3,76,76.2,46.4,46.8,47.2,46.4,48.2,48,48.1,0,44.1,0,47.9,47.5,51.3,51.5,75.8,76,55.3,58.1,26.8,56.9,56.9,60.4,407.9,333.2,206.9,101.4,22.1,45.1,46.5,0,46.4,47.7,50.3,91.6,13.8,0,10.8,7.5,13.2,7,6.6,5.1,3.9,3,0.9,30.7,70.1,5.8,0,9.6,8.1,0.3,20.6,6,0
20230731,4349.7,3621.2,728.5,20.12,365.124,298.367,0,0,0,0,94.6,93.9,75.6,75.9,75.7,40.1,40.2,40.8,39.7,43.2,50,43.1,0,42.5,0,48,47.5,51.4,51.6,75.8,76,57.6,61,57.1,57,0,141.4,355.7,325.9,190.6,92.2,22,83.1,43.1,44.3,45.1,45.2,112,90.2,27.8,0,9.6,3.4,9.7,8.9,8.5,6.3,3.9,1,0.1,15.4,7.3,5.8,0,7.6,3.6,0.1,17,69.5,464.2
20230801,4386.3,3667.5,718.8,19.6,378.027,329.331,0,0,0,0,94.2,93.5,75.8,75.3,75.7,41.1,42.1,42.4,42.4,42.2,48.5,43.1,0,42.2,45.6,40.3,40.2,43.9,43.8,75.7,75.8,56,0,57,56.8,0,139.6,392.8,318.6,186.4,85.6,22,89.2,46.2,44.5,45.2,45.2,89.9,89.2,27.3,0,9.4,6,12,11.7,12,7.9,3.9,2.1,0.5,14.8,17.7,5.8,3.1,5.5,1.8,0.2,16.1,89.9,494.8
20230802,4231.6,3666.3,565.3,15.42,381.511,332.367,0,0,0,0,94.5,93.8,75.7,0,75.7,32.8,39.3,37.5,37.9,33.3,33.2,38.1,0,38.2,41,40.5,40.2,47.3,47.2,75.5,75.8,56.2,0,57.1,56.8,0,146.6,392.2,326.4,181.7,100.3,22,89.1,45.9,44.8,46,45.4,114.5,90.9,83.3,0,9.6,14.5,31.6,18.5,18.7,12.2,3.9,3.7,1.4,14.7,24.6,5.8,3.2,4.4,1.8,0.2,20.8,88.9,462.1
20230803,4247.5,3431.3,816.2,23.79,370.027,322.362,0,0,0,0,95.1,94.3,74.9,0,76,31.8,32.3,34.4,34.5,48.2,33.9,33.1,0,38.2,40.8,44,40.6,44.3,44.3,74.7,76,56.2,60.9,57,56.7,0,143.8,298.7,327.8,181,90.9,22,86.3,43.6,44.4,45.8,47,74.6,90.6,27.5,0,9.7,10,12,18.4,18.9,12.8,3.9,4.8,1.4,14.4,12.3,5.8,3.2,8,8,0.6,23.1,75,412.7
20230804,4211.2,3695.2,516,13.97,383.306,333.93,0,0,0,0,95.2,94.4,75.8,75.9,75.8,41.6,42.2,43.1,41.9,43.2,43,48.8,0,42.6,43.4,48.1,47.4,31.1,44.2,74.7,76,55.7,60.8,57,56.8,0,138.9,371.6,298.9,176.3,77.1,22.2,88.6,42.4,43.9,44.5,45.5,102.3,90,27.5,0,9.8,3.2,0.5,15.6,18.8,11.1,3.9,1.2,0.5,14,0,5.8,3.2,9.7,8,0,21.9,143.6,460.9
20230805,3666.5,3173,493.5,15.55,354.069,308.46,0,0,0,0,95.3,94.6,75.8,75.8,75.9,42.8,44.1,47.3,46.4,48.2,48,48.1,0,47.3,47.6,47.9,47.5,51.4,46.2,75.8,76,56.6,60.8,57.1,56.8,0,61.6,313.9,324.6,185.7,88,22,44.2,45.3,0,48.2,50.3,119,95.8,27.4,0,11.2,0,0,5.9,9.4,10,3.9,1,0.6,44.7,60.4,5.8,3.2,6.6,8,0.2,24,111.3,0
20230806,3608.3,3267.8,340.5,10.42,349.726,304.677,0,0,0,0,95.2,94.5,75.8,75.8,75.8,50.8,51.5,50,51.3,50.6,52.8,53.1,0,47.5,48.6,47.7,47.4,51.5,45.7,75.5,76,56.4,59.2,57.1,56.8,0,61.3,360.2,345.1,206.4,105.5,53.8,44.7,45.1,0,48.4,50.4,50.3,96.7,47.8,0,14.4,0,1.1,4,5.1,7.1,3.9,2.4,1.1,34.5,83.8,5.8,3.2,4.1,8,0.8,17.8,77.1,0
20230807,4279.1,3874,405.1,10.46,388.974,338.868,0,0,0,0,95.1,94.4,75.8,76,76.1,50.6,51.3,52,50.6,49.6,52.3,52.9,0,47.8,49.9,47.8,47.6,51.5,47.1,0,75.7,58.2,60.9,57.2,56.9,0,105.2,358.6,344.7,189.4,98.8,53.8,88.1,42.6,42.9,45.1,45.2,68.8,93.5,82.8,0,16,2.1,7.1,9.8,11.5,10,3.9,2.3,0.5,4.3,0,5.8,1.6,4.1,8,0.5,15,110.4,593.9
20230808,4238.7,3796.8,441.9,11.64,396.501,345.426,0,0,0,0,94.9,94.3,75.6,75.8,75.8,50.3,51.6,51.3,50.8,50,52.3,53.1,0,47.9,49.7,48.3,47.3,52,49.6,35.8,76.1,58.3,60.8,46.6,56.7,9.8,104.4,394.3,343,189.9,112.6,53.9,89.1,44.8,44,47.7,49.8,118.4,95.7,50.4,0,16.3,2.5,2.1,7.1,8.2,8.6,3.9,2.8,0.9,5.7,14.5,5.5,1.6,1.4,8,0.2,14.8,97,409.7
20230809,4399.3,3796.7,602.6,15.87,397.484,346.283,0,0,0,0,95,94.4,75.5,75.4,75.6,46.4,42,47.3,46.2,48.3,47.9,48.1,0,47.9,47.7,39.6,47.6,51.4,49.5,76,76,56.6,59.2,57.2,57.1,57.4,109.4,387.9,335.6,178.7,77.9,38.3,88.1,40.9,43.3,47.2,45.2,118.9,93.9,61.3,5.7,11.3,0,1.4,8,8.5,7.8,3.9,0.9,0.3,14.9,17.3,5.5,3.2,2.9,8,0.2,12.7,99.6,426.6
20230810,4200.9,3812.3,388.6,10.19,391.175,340.787,0,0,0,0,95,94.3,75.7,75.8,75.6,49.9,42.2,47.2,50.7,50.8,52.8,53.1,0,47.7,49.9,47.9,47.5,51.4,48.1,75.8,76.1,55.5,60.8,57.1,56.9,57.1,92.2,394.2,355.7,194.5,104.6,53.8,88.8,44.7,43.8,47.5,49.6,119.1,99.5,83.8,5.7,15.7,7.8,13.2,14.7,15.6,11.3,3.9,2.4,0.8,27.2,20.5,5,3.2,3.2,8,0.4,23.3,57,275.8
20230811,4344.6,3688.9,655.7,17.77,379.36,330.494,0,0,0,0,94.7,94,75.6,75.7,75.8,41.7,41.5,43,41.9,38,38.3,53,0,38.1,37.9,47.7,47.5,51.4,51.9,75.8,76.1,57.2,60.7,57.1,0,57.2,137.9,394.7,330.9,180.6,93.6,22.1,88.8,45.4,44.7,44.2,45.2,118.5,90.9,28.1,0,10.9,3.2,2.7,16.6,14.4,11.2,3.9,1.3,0.4,0,23.8,4.5,3.2,2.1,6.1,0.2,25.9,34.1,441.3
20230812,4241.8,3255.9,985.9,30.28,356.171,310.292,0,0,0,0,94.6,93.9,75.3,76,75.7,37.2,38.6,38,38.1,0,39.1,52,0,38.3,38.4,43,25.6,47.3,47.4,75.8,76.1,57.7,60.8,57.1,0,57.2,79.9,363,327.8,205.4,99.3,22.1,43.7,0.6,43.3,0,0,14.6,0,27.3,0,10.5,0,0.1,2,2.5,3.2,3.9,1.1,0.2,0,0,5.8,3.1,1.7,6.3,0.3,22.5,91.9,593.7
20230813,3674.4,3166.8,507.6,16.03,343.028,298.842,0,0,0,0,94.5,93.8,75.8,76.1,75.9,46.4,47,37.2,41.9,0,43,52.3,43.4,47.3,48.4,47.8,47.5,52,51.9,75.8,76,53.9,59,57.1,0,57.2,81.3,384.8,333.2,203.6,98.5,22.1,44.3,45.9,0,48.9,0,50.9,96.7,27.5,0,12.1,5.9,10.2,12,12.8,9.5,3.9,1.1,0.3,31.8,64.1,4.9,3.1,1.7,8.1,0,23.7,98.3,0
20230814,4330.2,3706.3,623.9,16.83,381.912,332.716,0,0,0,0,94.4,93.6,75.7,75.8,75.8,51.3,47.1,41.4,50.7,0,52.7,53.1,51.8,46.9,51.7,47.8,47.4,51.9,52,75.8,76,57.7,60.5,57.1,0,57.3,164.6,393,328.5,192.6,95.1,22,88.5,41,43.5,48.1,47.6,110.7,97.1,29.3,0,11.2,5.6,10.6,8.9,10,7.8,3.9,1,0.3,15.7,14.7,4.9,3.3,1.7,6.1,0,23.6,102.7,298.9
20230815,4346.5,3788.9,557.6,14.72,393.371,342.7,0,0,0,0,94.2,93.5,75.7,75.8,75.7,50.9,51.7,43.4,50.8,0,52.8,53.1,53.3,46.8,51.2,47.7,47.5,51.5,51.8,75.7,75.8,57.1,61,57,0,57.2,156,392.4,323,182.6,90.6,39.6,88.2,41.3,43.2,46.4,47.8,113.2,96.5,47.7,0,11.3,3.1,5.9,5.6,5,4.8,1.9,1.1,0.4,15.9,9.8,3.7,3,0.9,5.1,0,14.9,96.3,416.8
20230816,4247,3619.8,627.2,17.33,384.832,335.261,0,0,0,0,94.3,93.5,75.9,75.8,75.9,41.6,47,41.5,42.3,0,43,53.2,43.9,42.6,43.2,46.7,47.5,49,51.9,75.6,75.9,56.1,60.8,57.1,0,57.3,161,386.4,332.3,183.1,91,29,89.9,47.2,45.9,47.7,49.6,119.2,95.4,28.4,0,11.2,3,3.7,5.3,4.8,5.2,3.9,1,0.1,15,12.4,4.9,2.9,0,8,0,13,45.2,351.9
20230817,4212.2,3697.7,514.5,13.91,380.803,331.75,0,0,0,0,94.3,93.7,75.7,76,75.8,38.8,43.3,39.4,40.4,0,42.3,53,45.9,44.3,45.8,46.5,46.4,50.8,51.1,75.9,76,57.7,60.8,57.1,0,57.4,160.1,394.8,283.2,196.7,110.4,22.1,89.1,44.9,44.1,47.6,49.6,119,98.5,27.8,0,10.6,11.9,14.7,12.6,12.9,11,3.9,6.5,1.8,30.8,39,4.3,1.8,3.7,8.1,0.2,15.2,14.8,382.9
20230818,4172.3,3618.2,554.1,15.31,371.368,323.531,0,0,0,0,94.4,93.7,75.8,75.3,76,39,51.6,41.3,41.5,0,40.2,53.1,53.3,48,49.7,47.8,37.4,50.8,51.8,75.7,76,0,61,57.1,0,57.4,166.4,424.2,323.2,182.9,93.8,22,84.6,45.5,44.3,23.7,50.5,116.8,95.4,54.4,0,11.1,9.3,15.5,8.5,8.6,7.7,3.9,3.3,1.3,19.7,14.3,4,3,2.9,8.1,0.2,16.6,34.7,340.5
20230819,4007.9,3158.3,849.6,26.9,346.995,302.297,0,0,0,0,94.4,93.7,75.7,75.6,75.7,41.4,41.9,42.1,41.5,0,41.9,53.1,47.4,46.2,47.3,47.4,47.3,51.9,51.9,75.8,76,0,61,57.1,0,56.5,58.6,392,325.2,184.1,84.4,22,40.5,39.1,44.2,44.6,40.9,54,89.4,27.8,0,11.1,0,1.1,4.7,4.6,5.8,3.9,2,1.3,0,0,3.2,3.2,2.5,7.1,0.5,16.1,41.5,270.5
20230820,3563.2,3107.9,455.3,14.65,336.015,292.732,0,0,0,0,94.5,93.8,75.8,75.8,75.8,46.4,46.4,46.5,46.6,0,47.9,53.1,48.3,45.4,48.2,44.2,47.6,51,52,75.8,76,0,52.5,47.1,16.8,57.5,70.6,392,333.3,190.7,95.6,22,44.2,46.9,0,49.4,51,50.3,96.7,27.7,0,12.4,8.8,15.1,10.3,12,9.6,3.9,4,2.2,30.2,82.5,4.9,3,2,8,1,26.6,1.7,0
20230821,4525.7,3742.8,782.9,20.92,380.368,331.372,0,0,0,0,94.3,93.6,75.6,75.6,75.9,33.6,35.2,47.9,34.3,0,36.6,53.1,37,37.2,36.3,35,37.8,37.6,38.2,75.8,76,59.3,61,57,57.1,57.3,153.3,377.5,335.6,184.8,90.4,22,87.9,45.1,44.4,45.9,3.1,117.2,91.9,54.6,0,10.8,0,0,0.7,1.4,2.1,2.9,7.6,3.3,14.5,36.5,4.1,3,1,7.1,0.8,22.6,5.6,580.9
20230822,4495.3,3852.8,642.5,16.68,393.061,342.429,0,0,0,0,94.3,93.7,75.6,75.7,75.8,37.1,37.6,47.6,41.7,0,43,53.1,43.9,42.3,43.1,46.8,46.9,48.5,51.9,75.8,76,58.4,60.7,56.9,57,57.3,153.7,426.6,332.1,187.5,87.3,22,86.5,44.3,44.1,46.1,40.3,116.8,89.8,28.1,0,10.9,3.5,4.3,4.8,5.1,4.8,2.9,7.6,3.6,9.4,5.2,1.7,3,1,6.1,0.6,19,21.6,582.2
20230823,4503.1,3820.1,683,17.88,394.272,343.485,0,0,0,0,94.2,93.7,75.6,75.8,75.9,37.3,37.8,47.5,37.9,0,38.2,53.1,39.1,38,38.2,47.8,47.8,48.6,51.6,75.8,76,58.5,60.4,57,56.9,57.3,147.6,397,335.2,180.4,90.1,22.3,88.5,44.4,44.3,46.6,46.8,108.1,91,53.7,0,10.9,0,2.2,4.8,5.1,5.4,2.9,9,4,14.8,20.2,0.5,3,0,5.8,0.6,22,10.8,556.4
20230824,4347.1,3828.6,518.5,13.54,394.87,344.005,0,0,0,0,94.2,93.7,75.6,75.8,75.8,51.3,51.5,47.2,50.9,0,52.7,53.1,53.2,48.4,49.5,47.8,47.5,51.5,52.1,75.6,76,58.5,60.8,57,57,57.3,150.9,385,332.5,159.8,88.5,22.2,89.2,45.4,45.1,0,45.6,108.1,88.6,53.7,0,11.3,8.4,13.5,17.1,15.7,12,3.9,8.9,4,15.6,14.6,2.9,2.6,0,8.1,0.6,23.6,4.9,497.8
20230825,4483.8,3811.1,672.7,17.65,391.943,341.456,0,0,0,0,94,93.5,75.9,75.7,75.8,46.9,47.4,47.3,46.6,0,48.2,53.1,53.2,47.6,47.5,38,37.8,42.3,42.4,75.8,76,58.2,60.7,57,57,57.3,148.3,396.7,341.9,190.7,94.1,23.7,89,44.3,44.3,0,47.3,108.1,91.6,27.7,0,10.9,3,2.1,5,4.9,4.8,3.1,9.1,4.1,14.6,22.3,2,2.6,0,5.6,0.6,22.7,14.1,551.8
20230826,4179.4,3409,770.4,22.6,367.227,319.924,0,0,0,0,94.2,69.7,75.7,75.6,75.9,44.2,42.1,43.5,44.1,0,49.9,53.1,50.9,47.4,48.5,26.9,26.9,28.4,30.9,75.6,76,56.7,59,57.1,57.1,57.2,65.2,349.9,278.9,199.6,103.3,28.1,43.7,43.9,43.8,0,49.8,63.4,93.3,27.3,0,11.5,6.5,18.5,4.8,4.6,4.8,2.9,9.1,4.1,0,11.6,2.8,2.6,0,5.6,0.7,22.2,5.2,524.7
20230827,3694.4,3203.3,491.1,15.33,347.06,302.353,0,0,0,0,93.9,93.6,75.8,76,76,41.7,42.2,42.4,41.7,0,48,53.1,48.9,47.8,47.5,32.7,28,30.6,36.2,75.8,76,53.3,53.5,57,57,57.3,66.9,392.8,329.2,208.5,113.6,28.9,44.6,45.9,45.6,0,49.5,50.3,96.1,27.9,0,12.7,12.2,26.2,17.2,18.2,12.6,3.4,9.1,4.1,45,67.9,5.7,2.6,3,8.1,0.8,28.2,2.3,0
20230828,4488.2,3800.5,687.7,18.1,386.072,336.341,0,0,0,0,93.7,93.4,75.9,75.9,75.9,36.3,36.4,37.1,36.9,0,43,53.1,53.2,42.6,43.6,33.1,33,38.2,43.5,75.7,75.9,57.7,60.9,57.1,57,57.2,156.6,422.3,328,188,92.6,22,88.6,45.2,44.3,0,47.7,107.4,88.8,50.9,0,11.5,9.5,17.9,13.4,13,10.2,3.9,9.1,4.1,14.8,7,4.9,2.4,0,5.8,0.6,16.6,3.3,544.2
